id,name,type,phase,status,state,towns,counties,address,lat,lon,size_acres,capacity_mw,scale,date,lastUpdated,yearOpened,jobsConstruction,jobsLongTerm,jobsTotal,companies,zoningAllowance,landSold,bringingOwnEnergy,approx,locationTbd,moratoriumExempt,info,createdAt,updatedAt,outcome_detail
135,Person County Mega Park,Data Center,proposed,,North Carolina,Woodsdale Township,Person County,Person County Mega Park,36.47985187,-78.98963775,175,,0,2024-10,2026-4-26,,,,,Microsoft Corporation; Timmons Group; Microsoft Corporation; Centurylink; Spectrum; Person County Mega Park; Duke Energy; Dominion Energy,TRUE,TRUE,FALSE,False,False,False,"Microsoft purchased 1,350 acres of land in October 2024 for $17.15 million from the Person County Economic Development Commission to build both a chip manufacturing facility and a data center. The data center takes up 175 acres of this land. Electricity will be provided by Duke Energy, and Peason County, with grants from NC Commerce, have built infrastrucutre to deliver 2 million gallons of water per day to the facility. This site has favorable zoning as it sits within a Federal Opportunity Zone. Separately for the manufacturing plant, the site is within Foreign Trade Zone 93, which can help lower import taxes. U.S. Army Corps of Engineers  and the North Carolina Department of Environmental Quality Division of Water Resources have issued permits for the redirection of streams and wetlands and for filling the land for development. These permits last 10 years and will expire on December 31, 2030.",2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
136,Tarboro Data Center Campus,Data Center,proposed,,North Carolina,Tarboro,Edgecombe County,Off McNair and Anaconda Road,35.90700022,-77.5905037,52,300,0,2025-09,2024-4-29,,,,500,ARCO Design/Build; 142 Design Group; Energy Storage Solutions,TRUE,FALSE,TRUE,False,False,False,"Energy Storage Systems plans to build a data center on 52 acres of land currently owned by Edgewater County in Tarboro. Although the size of the land is smaller than a typical project at comparable power consumption, the developer still claims they will provide their own energy in the form of a 300 MW natural gas plant. The project will ultimately cost $6.4 billion as stated in the official plans. The data center will also include a 300 MW/1200MWh Battery Energy Storage System (BESS) for the site. The Tarboro Town Council voted 7-1 against the request for a Special Use Permit 25-02 to construct the data center on the land. EES has appealed to the superior court of Edgecomb county. ",2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
137,Fayetteville Data Center Campus,Data Center,proposed,,North Carolina,Fayetteville,Cumberland County,Off Dunn Road,0,0,,,0,2025-12,2023-3-30,,,,,Energy Storage Solutions (ESS); PWC (Fayetteville Public Works Commission); Duke Energy,unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
138,High Point Data Center,Data Center,proposed,,North Carolina,High Point,Guilford County,4131 Sheraton Court,36.05205784,-79.95182154,,,0,2021-5,2023-3-30,,,,,DC BLOX; DC BLOX,unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-05-21T06:12:19.501Z,
139,Lenoir Data Center Expansion,Data Center,expansion,,North Carolina,Lenoir,Caldwell County,"708 Lynhaven Drive, and 914 Virginia St + 919 Fairview Dr parcels",0,0,,,0,2026-3,2023-3-30,,,,,Google; Tapaha Dynamics LLC; Google; Blue Ridge Energy,unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
140,Rowan County Data Center,Data Center,construction,,North Carolina,,Rowan County,Long Ferry Road (near Duke Energy Buck Steam Station),35.69406105,-80.37033957,,,0,2025-1,2023-3-30,,,,,Edged (EDC Charlotte LLC); Edged (EDC Charlotte LLC); Duke Energy,unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
141,Project Delta,Data Center,approved,,North Carolina,Walnut Cove,Stokes County,"Along Dan River, off Highway 311",36.38118435,-79.94112825,1845,,0,2025-1,2023-3-30,,,,,Engineered Land Solutions (ELS); DFC Stokes LLC; Blue Ridge Companies; CleanAIRE NC; Dan River Basin Association; National Hairston Clan; David Couch / Blue Ridge Companies; Duke Energy (Belews Creek Steam Station),unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
142,AWS Richmond County Campus,Data Center,construction,,North Carolina,Rockingham,Richmond County,Energy Way Industrial Park,34.82060089,-79.72416668,,,0,2025,2023-3-30,,,,,Amazon Web Services; Amazon Web Services; Duke Energy (Sherwood H. Smith Jr. Energy Complex),unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
143,Statesville Data Center Campus,Data Center,approved,,North Carolina,Statesville,Iredell County,"Stamey Farm Road / Hickory Highway, off I-40",35.77086367,-80.96640357,,,0,2025,2023-3-30,,,,,Compass Datacenters; Brookfield Infrastructure (owner of Compass); Compass Datacenters; Duke Energy,unknown,unknown,unknown,False,False,False,,2026-03-16T06:56:34.333Z,2026-07-02T00:23:46.698Z,
144,CLT20 Moores Chapel,Data Center,approved,,North Carolina,Charlotte,Mecklenburg County,12899 Moores Chapel Rd,35.25092167,-81.00084159,,,0,2025-5,2023-3-30,,,,,Digital Realty Trust; Digital Moores Chapel LLC; Digital Realty Trust; Digital Realty Trust,unknown,unknown,unknown,False,False,False,,2026-03-17T21:58:10.970Z,2026-07-02T00:23:46.698Z,
145,CLT10 Uptown Expansion,Data Center,expansion,,North Carolina,Charlotte,Mecklenburg County,113 N Myers St,35.22191683,-80.83534781,,,0,2025-3,2023-3-30,,,,,Digital Realty Trust; Digital Realty Trust; Digital Realty Trust,unknown,unknown,unknown,False,False,False,,2026-03-20T00:24:49.306Z,2026-07-02T00:23:46.698Z,
146,Charlotte University City Data Center,Data Center,construction,,North Carolina,Charlotte,Mecklenburg County,University City Boulevard,35.30122025,-80.73226971,,,0,,2023-3-30,,,,,PowerHouse Data Centers (AREP); Town Lane; American Real Estate Partners (AREP); Town Lane; PowerHouse Data Centers; PowerHouse Data Centers; Town Lane; Duke Energy,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-07-02T00:23:46.698Z,
147,5C Charlotte Data Center,Data Center,construction,,North Carolina,Charlotte,Mecklenburg County,,0,0,,,0,,2023-3-30,,,,,5C Group; Hypertec Cloud; 5C Data Centers; Brookfield Asset Management; Deutsche Bank; 5C Group,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-07-02T00:23:46.698Z,
148,NC-1 Campus (Madison) Data Center,Data Center,construction,,North Carolina,Madison,Rockingham County,805 Island Drive,36.40427826,-79.98908995,,,0,,2023-3-30,,,,,WhiteFiber HPC; Bit Digital; Enovum Data Centers; Bit Digital; WhiteFiber HPC; WhiteFiber HPC; Nscale; Rockingham County,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-05-21T06:12:19.501Z,
149,Microsoft — Catawba County Campus Cluster (Lyle Creek / Boyd Farm / Hickory / Stover North),Data Center,construction,,North Carolina,Conover / Maiden / Hickory / Newton,,,0,0,,,0,,2023-3-30,,,,,Whiting-Turner Contracting; Morgan Construction; Ames Construction; Microsoft Corporation; Whiting-Turner Contracting; Morgan Construction; Ames Construction; Microsoft Corporation; Duke Energy,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-07-02T00:23:46.698Z,
150,Greensboro Dream Center,Data Center,construction,,North Carolina,Greensboro,Guilford County,2901 E. Gate City Blvd (Gateway Research Park),36.05768666,-79.74575475,,10,0,,2023-3-30,,,,,ImpactData; Raeden; ImpactData; Raeden; Gateway Research Park; NC A&T State University,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-05-21T06:12:19.501Z,
151,Marble Data Center Campus,Data Center,construction,,North Carolina,Marble,Cherokee County,155 Palmer Lane,35.18558998,-83.91616364,,,0,,2023-3-30,,,,,Core Scientific; CoreWeave; Core Scientific; CoreWeave,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-07-02T00:23:46.698Z,
152,Raleigh New Build Data Center,Data Center,construction,,North Carolina,Raleigh,Wake County,,0,0,,,0,,2023-3-30,,,,,Flexential; GI Partners; Morgan Stanley Infrastructure Partners; Flexential,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-05-21T06:12:19.501Z,
153,Maiden iDataCenter Campus,Data Center,construction,,North Carolina,Maiden,Catawba County; Lincoln County,5977 Startown Road,35.58929658,-81.25730925,,,0,,2023-3-30,,,,,Apple; Duke Energy; Bloom Energy,unknown,unknown,unknown,False,False,False,"Apple is investing $175 million into a 237,600 square-foot data center on its existing campus on Startown Road. Apple is also constructing a 20 MW solar power facility to support its operations, making it the largest solar farm dedicated to data centers.",2026-03-23T20:14:18.849Z,2026-07-02T00:23:46.698Z,
154,T5 Data Centers Kings Mountain,Data Center,expansion,,North Carolina,Kings Mountain,Cleveland County; Gaston County,131/140 Riverside Court,35.25027157,-81.39640542,300,,0,,2023-3-30,,,,,T5 Data Centers; T5 Data Centers; AT&T; Walt Disney Co.; Wipro; Duke Energy,unknown,unknown,unknown,False,False,False,T5 Data Centers is expanding their existing colocation campus (?),2026-03-23T20:14:18.849Z,2026-07-02T00:23:46.698Z,
155,American Tower RA1,Data Center,operational,,North Carolina,Raleigh,Wake County,At ATC cellular tower site (Research Triangle region),0,0,,,0,,2023-3-30,,,,,American Tower Corporation; CoreSite,unknown,unknown,unknown,False,False,False,,2026-03-23T20:14:18.849Z,2026-05-21T06:12:19.501Z,
156,Forest City Data Center Campus,Data Center,expansion,,North Carolina,Forest City,Rutherford County,404/480 Social Circle,35.31677477,-81.82520272,,,0,,2023-3-30,,,,,Meta,unknown,unknown,unknown,False,False,False,,2026-03-28T03:51:35.405Z,2026-05-21T06:12:19.501Z,
157,Lenoir Campus (Existing + Project Cardinal 2024),Data Center,expansion,,North Carolina,Lenoir,Caldwell County,708 Lynhaven Drive,35.89389169,-81.54542395,,,0,,2023-3-30,,,,,Google; Tapaha Dynamics LLC; Blue Ridge Energy,unknown,unknown,unknown,False,False,False,,2026-03-28T03:51:35.405Z,2026-07-02T00:23:46.698Z,
158,Natelli Investments New Hill Digital Campus,Data Center,withdrawn,,North Carolina,Apex / New Hill,,Shearon Harris Road,35.65264621,-78.95610019,,250,0,,2023-3-30,,,,,Natelli Investments LLC; Protect Wake County Coalition; Natelli Investments LLC,unknown,unknown,unknown,False,False,False,Natelli Investments has withdrawn a proposal for a 250 MW data center adjacent to the Shearon Harris Nuclear Plant.,2026-03-28T03:51:35.405Z,2026-05-21T06:12:19.501Z,
159,Tract Mooresville Technology Park,Data Center,withdrawn,,North Carolina,Mooresville,Iredell County,Between Patterson Farm Road and Rustic Road,35.51718123,-80.75378681,,,0,2025-8,2023-3-30,,,,,Tract; Teresa Earnhardt (property owner),unknown,unknown,unknown,False,False,False,,2026-03-28T03:51:35.405Z,2026-06-03T23:51:37.024Z,
160,Project Accelerate,Data Center,withdrawn,,North Carolina,Matthews,Mecklenburg County,Near downtown Matthews,0,0,,,0,2025-10,2023-3-30,,,,,East John Master Development; Matthews DC LLC; Engineered Land Solutions (ELS); East John Master Development,unknown,unknown,unknown,False,False,False,,2026-03-28T03:51:35.405Z,2026-07-02T00:23:46.698Z,
161,Kingsboro Data Center,Data Center,proposed,,North Carolina,Kingsboro,Edgecombe County,Off US-64 near Powell Road,35.92501155,-77.69463669,121,300,0,2025-9,2026-4-29,,,,500,ARCO Design/Build; 142 Design Group; Energy Storage Solutions,TRUE,FALSE,TRUE,False,False,False,"Energy Storage Systems plans to build a data center on 121 acres of land currently owned by Edgewater County in Kingsboro, outside Rocky Mount. The developer claims they will provide their own energy in the form of a 300 MW natural gas plant. The company's president told local news in December that it will need up to 900 MW and cost $19.2 billion. The data center will also include a 300 MW/1200MWh Battery Energy Storage System (BESS) for the site.",2026-03-28T03:51:35.405Z,2026-07-02T00:23:46.698Z,
162,Vantage New Albany Data Center Campus,Data Center,construction,,Ohio,Johnstown,Licking County,3475 Horizon Ct,40.10047343,-82.74714551,70,192,0,2024,2026-2-19,,,,,Vantage Data Centers,TRUE,TRUE,unknown,False,False,False,"Vantage Data Centers is currently constructing a 70-acre, $2 billion hyperscale data center campus outside New Albany, their first in the midwest. Comprised of three two-story buildings across 1.5-million square feet, the campus will draw up to 192 MW of power, and is being built in phases.",2026-03-28T03:51:35.405Z,2026-07-14T20:20:43.566Z,
163,AWS Innovation Campus / New Albany Data Center Campus,Data Center,construction,,Ohio,New Albany,Licking County,2570 Beech Road NW,40.09489884,-82.74916286,85,,200,2024-11,2026-2-19,,,,,Amazon Web Services,TRUE,TRUE,unknown,False,True,False,"AWS is developing a massive $3.5 billion, 1.25 million-square-foot, five-building data center campus on 85 acres along Beech and Miller Roads in New Albany, Ohio, with initial buildings operational as of August 2025.",2026-03-28T03:51:35.405Z,2026-07-14T20:20:43.566Z,
