rank_score,row_key,verification_status,outlet,headline,suggested_mechanism,suggested_county,suggested_state,location_confidence,existing_coverage,resolved_url,resolved_domain,resolve_status,promote_ready,redirect_url
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,aa5a5b3186,incomplete,,"Durham County , N . C ., Votes for Pause on Data Centers",,Durham,NC,medium,none_found,,,not_attempted,no,https://www.govtech.com/artificial-intelligence/durham-county-n-c-votes-for-pause-on-data-centers
1.5,98ed0045d2,incomplete,,Ellsworth weighs temporary ban on data center development,,Ellsworth,KS,medium,none_found,,,not_attempted,no,https://www.bangordailynews.com/2026/08/13/hancock/hancock-government/ellsworth-temporary-ban-data-centers-joam40zk0w/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,e53a053abc,incomplete,,Environmental advocates to spotlight Greenidge AI plans at Geneva news conference,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/24/activists-to-press-hochul-on-greenidge-data-center-plans-at-geneva-news-conference/
1.5,7ea28ca903,incomplete,,FCC Bans Failed to Remove Chinese Telecoms : China Mobile Routed Salt Typhoon Attack Traffic,,Mobile,AL,medium,none_found,,,not_attempted,no,https://www.techtimes.com/articles/323267/20260806/fcc-bans-failed-remove-chinese-telecoms-china-mobile-routed-salt-typhoon-attack-traffic.htm
1.5,1ce34881e1,incomplete,,Fairfax County Tree Commission Faces Dissolution Under Environmental Board Overhaul,,Fairfax,VA,medium,none_found,,,not_attempted,no,https://patch.com/virginia/mclean/fairfax-county-tree-commission-faces-dissolution-under-environmental-board-overhaul
1.5,b9165b414e,incomplete,,Federal Regulators Set September 9 Deadline for Comment on a $438 Million Gas Line into Kenosha County,,Kenosha,WI,medium,none_found,,,not_attempted,no,https://www.natureworldnews.com/articles/73201/20260826/ferc-north-extension-pipeline-kenosha-comment-deadline.htm
1.5,b9165b414e,incomplete,,Federal Regulators Set September 9 Deadline for Comment on a $438 Million Gas Line into Kenosha County,,Kenosha,WI,medium,none_found,,,not_attempted,no,https://www.natureworldnews.com/articles/73201/20260826/ferc-north-extension-pipeline-kenosha-comment-deadline.htm
1.5,b9165b414e,incomplete,,Federal Regulators Set September 9 Deadline for Comment on a $438 Million Gas Line into Kenosha County,,Kenosha,WI,medium,none_found,,,not_attempted,no,https://www.natureworldnews.com/articles/73201/20260826/ferc-north-extension-pipeline-kenosha-comment-deadline.htm
1.5,b9165b414e,incomplete,,Federal Regulators Set September 9 Deadline for Comment on a $438 Million Gas Line into Kenosha County,,Kenosha,WI,medium,none_found,,,not_attempted,no,https://www.natureworldnews.com/articles/73201/20260826/ferc-north-extension-pipeline-kenosha-comment-deadline.htm
1.5,0cded874ce,incomplete,,Fifth hearing on Essential Energy power plant in Archbald resumes Tuesday,,Power,ID,medium,none_found,,,not_attempted,no,https://www.thetimes-tribune.com/2026/08/14/fifth-hearing-on-essential-energy-power-plant-in-archbald-resumes-tuesday/
1.5,e17046370b,incomplete,,First of two meetings on Upper Merion data center plan to be held – NBC10 Philadelphia,,Philadelphia,PA,medium,none_found,,,not_attempted,no,https://www.nbcphiladelphia.com/news/local/first-of-two-meetings-on-upper-merion-data-center-plan-to-be-held-wednesday/4446817/
1.5,fe8921eb9b,incomplete,,Formal permit application filed for Tuckahoe Tech Park data center campus in Goochland,,Goochland,VA,medium,none_found,,,not_attempted,no,https://richmondbizsense.com/2026/08/11/formal-permit-application-filed-for-tuckahoe-tech-park-data-center-campus-in-goochland/
1.5,62a68ba7e4,incomplete,,Formal permit application filed for data center campus in Goochland,,Goochland,VA,medium,none_found,,,not_attempted,no,https://www.wtvr.com/news/local-news/tuckahoe-tech-park-data-center-goochland-aug-11-2026
1.5,7dedf1bd85,incomplete,,Former Berkeley Lab building in Oakland being considered for AI data center complex,,Oakland,MI,medium,none_found,,,not_attempted,no,https://www.yahoo.com/news/us/articles/former-berkeley-lab-building-oakland-214245157.html
1.5,44d59b8b96,incomplete,,George Soros Is Betting Big on Utility Stocks as AI Power Demand Surges,,Power,ID,medium,none_found,,,not_attempted,no,https://finance.yahoo.com/markets/stocks/articles/george-soros-betting-big-utility-184735423.html
1.5,44d59b8b96,incomplete,,George Soros Is Betting Big on Utility Stocks as AI Power Demand Surges,,Power,ID,medium,none_found,,,not_attempted,no,https://finance.yahoo.com/markets/stocks/articles/george-soros-betting-big-utility-184735423.html
1.5,44d59b8b96,incomplete,,George Soros Is Betting Big on Utility Stocks as AI Power Demand Surges,,Power,ID,medium,none_found,,,not_attempted,no,https://finance.yahoo.com/markets/stocks/articles/george-soros-betting-big-utility-184735423.html
1.5,3ae4536d0c,incomplete,,"Google , Beale Infrastructure share details around new data center campus in Tulsa County",,Tulsa,OK,medium,none_found,,,not_attempted,no,https://ktul.com/news/local/google-beale-infrastructure-share-details-around-new-data-center-campus-in-tulsa-county-08-19-2026
1.5,86f2b193c7,incomplete,,Google and Beale Infrastructure building  Project Clydesdale  data center campus in Tulsa County,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://krmg.com/2026/08/19/google-and-beale-infrastructure-building-project-clydesdale-data-center-campus-in-tulsa-county/
1.5,bcb8db7632,incomplete,,Google confirmed as end user of Tulsa County Project Clydesdale data center campus,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://ktul.com/news/local/google-confirmed-as-end-user-of-tulsa-countys-project-clydesdale-data-center-campus
1.5,bcb8db7632,incomplete,,Google confirmed as end user of Tulsa County Project Clydesdale data center campus,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://ktul.com/news/local/google-confirmed-as-end-user-of-tulsa-countys-project-clydesdale-data-center-campus
1.5,bcb8db7632,incomplete,,Google confirmed as end user of Tulsa County Project Clydesdale data center campus,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://ktul.com/news/local/google-confirmed-as-end-user-of-tulsa-countys-project-clydesdale-data-center-campus
1.5,fe62804423,incomplete,,Google reveals it behind Tulsa County data center project,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://fox23.com/news/local/google-reveals-its-behind-tulsa-county-data-center-project
1.5,fe62804423,incomplete,,Google reveals it behind Tulsa County data center project,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://fox23.com/news/local/google-reveals-its-behind-tulsa-county-data-center-project
1.5,fe62804423,incomplete,,Google reveals it behind Tulsa County data center project,,Tulsa,OK,medium,none_found,,,not_attempted,no,https://fox23.com/news/local/google-reveals-its-behind-tulsa-county-data-center-project
1.5,723d039e1e,incomplete,,Gov . Shapiro signs data center executive order . Critics say it falls short,,Falls,TX,medium,none_found,,,not_attempted,no,https://www.lockhaven.com/news/local-news/2026/08/gov-shapiro-signs-data-center-executive-order-critics-say-it-falls-short/
1.5,017d9f0ff5,incomplete,,Grading to begin for Google Data Center Campus in Botetourt County,,Botetourt,VA,medium,none_found,,,not_attempted,no,https://www.wsls.com/news/local/2026/08/28/grading-to-begin-for-google-data-center-campus-in-botetourt-county/
1.5,017d9f0ff5,incomplete,,Grading to begin for Google Data Center Campus in Botetourt County,,Botetourt,VA,medium,none_found,,,not_attempted,no,https://www.wsls.com/news/local/2026/08/28/grading-to-begin-for-google-data-center-campus-in-botetourt-county/
1.5,017d9f0ff5,incomplete,,Grading to begin for Google Data Center Campus in Botetourt County,,Botetourt,VA,medium,none_found,,,not_attempted,no,https://www.wsls.com/news/local/2026/08/28/grading-to-begin-for-google-data-center-campus-in-botetourt-county/
1.5,d69276cdf0,incomplete,,Gregg Township suspends data centers for up to 180 days,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.sungazette.com/news/top-news/2026/08/gregg-township-suspends-data-centers-for-up-to-180-days/
1.5,d69276cdf0,incomplete,,Gregg Township suspends data centers for up to 180 days,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.sungazette.com/news/top-news/2026/08/gregg-township-suspends-data-centers-for-up-to-180-days/
1.5,d69276cdf0,incomplete,,Gregg Township suspends data centers for up to 180 days,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.sungazette.com/news/top-news/2026/08/gregg-township-suspends-data-centers-for-up-to-180-days/
1.5,d69276cdf0,incomplete,,Gregg Township suspends data centers for up to 180 days,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.sungazette.com/news/top-news/2026/08/gregg-township-suspends-data-centers-for-up-to-180-days/
1.5,56d489e8de,incomplete,,Gregg Township temporarily suspends new data center development,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.dailyitem.com/news/gregg-township-temporarily-suspends-new-data-center-development/article_4dc3478c-4c9d-4e65-b2e3-159db74698ff.html
1.5,56d489e8de,incomplete,,Gregg Township temporarily suspends new data center development,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.dailyitem.com/news/gregg-township-temporarily-suspends-new-data-center-development/article_4dc3478c-4c9d-4e65-b2e3-159db74698ff.html
1.5,56d489e8de,incomplete,,Gregg Township temporarily suspends new data center development,,Gregg,TX,medium,none_found,,,not_attempted,no,https://www.dailyitem.com/news/gregg-township-temporarily-suspends-new-data-center-development/article_4dc3478c-4c9d-4e65-b2e3-159db74698ff.html
1.5,ac679e8cab,incomplete,,Groups to press Hochul in Geneva over Seneca Lake data center,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/20/groups-to-press-hochul-in-geneva-over-seneca-lake-data-center/
1.5,ac679e8cab,incomplete,,Groups to press Hochul in Geneva over Seneca Lake data center,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/20/groups-to-press-hochul-in-geneva-over-seneca-lake-data-center/
1.5,ac679e8cab,incomplete,,Groups to press Hochul in Geneva over Seneca Lake data center,,Geneva,AL,medium,none_found,,,not_attempted,no,https://www.fingerlakes1.com/2026/08/20/groups-to-press-hochul-in-geneva-over-seneca-lake-data-center/
1.5,67cfd071b2,incomplete,,Growing tide of voters are dumping Republicans in a major red state,,Major,OK,medium,none_found,,,not_attempted,no,https://www.alternet.org/texas-republicans-2677767694/
1.5,4520f8742d,incomplete,,Hardly any  AI regulations ? Becerra should know better – San Bernardino Sun,,San Bernardino,CA,medium,none_found,,,not_attempted,no,https://www.sbsun.com/2026/08/22/hardly-any-ai-regulations-becerra-should-know-better/
1.5,4520f8742d,incomplete,,Hardly any  AI regulations ? Becerra should know better – San Bernardino Sun,,San Bernardino,CA,medium,none_found,,,not_attempted,no,https://www.sbsun.com/2026/08/22/hardly-any-ai-regulations-becerra-should-know-better/
1.5,4520f8742d,incomplete,,Hardly any  AI regulations ? Becerra should know better – San Bernardino Sun,,San Bernardino,CA,medium,none_found,,,not_attempted,no,https://www.sbsun.com/2026/08/22/hardly-any-ai-regulations-becerra-should-know-better/
1.5,4520f8742d,incomplete,,Hardly any  AI regulations ? Becerra should know better – San Bernardino Sun,,San Bernardino,CA,medium,none_found,,,not_attempted,no,https://www.sbsun.com/2026/08/22/hardly-any-ai-regulations-becerra-should-know-better/
1.5,4520f8742d,incomplete,,Hardly any  AI regulations ? Becerra should know better – San Bernardino Sun,,San Bernardino,CA,medium,none_found,,,not_attempted,no,https://www.sbsun.com/2026/08/22/hardly-any-ai-regulations-becerra-should-know-better/
1.5,4520f8742d,incomplete,,Hardly any  AI regulations ? Becerra should know better – San Bernardino Sun,,San Bernardino,CA,medium,none_found,,,not_attempted,no,https://www.sbsun.com/2026/08/22/hardly-any-ai-regulations-becerra-should-know-better/
1.5,51ec2e6cea,incomplete,,Hendry expected to halt data center proposals until it updates code to reflect state law,,Hendry,FL,medium,none_found,,,not_attempted,no,https://www.wgcu.org/government-politics/2026-08-24/hendry-expected-to-halt-data-center-proposals-until-it-updates-code-to-reflect-state-law
1.5,51ec2e6cea,incomplete,,Hendry expected to halt data center proposals until it updates code to reflect state law,,Hendry,FL,medium,none_found,,,not_attempted,no,https://www.wgcu.org/government-politics/2026-08-24/hendry-expected-to-halt-data-center-proposals-until-it-updates-code-to-reflect-state-law
1.5,51ec2e6cea,incomplete,,Hendry expected to halt data center proposals until it updates code to reflect state law,,Hendry,FL,medium,none_found,,,not_attempted,no,https://www.wgcu.org/government-politics/2026-08-24/hendry-expected-to-halt-data-center-proposals-until-it-updates-code-to-reflect-state-law
1.5,51ec2e6cea,incomplete,,Hendry expected to halt data center proposals until it updates code to reflect state law,,Hendry,FL,medium,none_found,,,not_attempted,no,https://www.wgcu.org/government-politics/2026-08-24/hendry-expected-to-halt-data-center-proposals-until-it-updates-code-to-reflect-state-law
